"# This page contains raw intensities for all 8 slides.
# Column ""Block"": block number of each probe.
# Column ""Column"": column number of each probe.
# Column ""Row"": row number of each probe.
# Column ""Name"": the name of each miRNA/probe.
# Column ""ID"": array ID of the probes, each miRNA always has its unique probe, but some miRNAs may have two different probes.
# Column ""ForeGround"": the foreground intensity of each probe.
# Column ""ForeGround-BackGround"": the signal of the probe after background correction.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,ForeGround,,,,,,,,ForeGround-BackGround,,,,,,,
Block,Column,Row,Name,ID,1A_f,1B_f,2A_f,2B_f,3A_f,3B_f,4A_f,4B_f,1A_f_b,1B_f_b,2A_f_b,2B_f_b,3A_f_b,3B_f_b,4A_f_b,4B_f_b
38,15,1,Hy3,13138,1096,759,579,1538,1340,1309,1686,1087,566,699,526,1481,1263,1186,1634,1024
38,1,2,,28759,112,90,53,80,70,77,119,66,-399,-167,-1,14,-6,-23,38,20
38,2,2,,42764,122,86,62,66,74,80,95,81,-353,-33,4,3,-4,-22,24,31
38,3,2,,42704,150,85,67,92,112,96,102,89,-371,28,10,28,31,-8,45,34
38,4,2,,42912,124,56,57,71,61,76,71,80,-549,0,1,3,-12,-37,17,28
38,5,2,,42988,96,62,62,72,63,81,64,61,-946,8,4,1,-9,-53,8,13
38,6,2,,42917,2382,792,423,316,473,1137,970,336,757,739,368,242,400,949,920,282
38,7,2,,19582,164,84,59,82,94,135,87,62,-2268,32,5,3,19,-167,38,7
38,8,2,,42549,117,56,58,75,69,86,73,60,-2992,2,4,-2,-6,-292,25,5
38,9,2,,-1,220,93,70,81,119,134,77,91,-2150,37,19,-4,47,-210,27,34
38,10,2,,27263,2444,3535,1237,4391,4564,3397,1140,833,654,3481,1184,4313,4485,3141,1089,780
38,11,2,,10990,134,62,66,95,65,94,132,72,-1700,10,11,21,-11,-61,86,23
38,12,2,,17849,170,51,55,62,60,66,81,59,-1681,-4,-1,0,-15,-54,30,5
38,13,2,,11018,220,104,72,89,90,127,103,73,-806,49,18,23,16,11,51,24
38,14,2,,46721,175,83,70,60,67,119,66,64,-447,28,17,-2,-8,0,16,15
38,15,2,,42875,115,77,72,68,79,112,116,69,-317,18,19,14,1,-6,70,15
38,1,3,,42811,86,71,59,66,61,66,87,54,-371,-224,6,-2,-16,-42,14,9
38,2,3,,17927,159,87,64,76,69,76,94,67,-281,-76,9,7,-7,-28,23,20
38,3,3,spike_control_i,14257,130,70,69,80,73,80,79,61,-382,5,13,16,-5,-27,24,14
38,4,3,,17593,108,57,58,61,67,68,70,54,-649,3,4,-11,-4,-46,18,3
38,5,3,,46259,977,95,82,101,100,244,133,104,-255,42,27,25,23,103,80,53
38,6,3,,42744,145,59,51,71,77,84,86,58,-1835,7,-3,-5,0,-130,35,4
38,7,3,,42766,145,50,51,75,58,104,87,57,-2447,-4,-4,-6,-15,-258,39,4
38,8,3,,42507,101,55,64,71,63,79,67,60,-2595,3,8,-5,-15,-415,15,3
38,9,3,Empty,0,2013,51,54,76,72,394,45,57,-245,0,-1,-6,-2,-29,-7,5
38,10,3,,11088,118,77,71,117,92,101,102,77,-1356,26,17,35,17,-185,51,23
38,11,3,,50444,283,179,139,238,237,165,169,158,-757,122,83,160,161,3,121,104
38,12,3,,50108,100,54,59,55,59,72,65,52,-793,0,3,-13,-24,-51,18,2
38,13,3,,47255,109,68,70,80,83,85,97,72,-521,17,14,17,0,-31,49,21
38,14,3,,50356,75,58,66,59,61,62,90,61,-383,2,12,0,-18,-45,42,9
38,15,3,,50148,4758,5614,4009,5985,10781,6830,2983,5570,4387,5559,3956,5928,10704,6725,2934,5518
38,1,4,,49204,230,100,60,65,106,113,166,55,-190,-199,6,-3,26,-15,89,7
38,2,4,,49653,125,83,66,79,63,83,85,66,-300,-102,12,13,-12,-37,13,17
38,3,4,,50389,86,60,53,69,59,67,73,51,-479,-13,-3,6,-17,-39,17,3
38,4,4,spike_control_a,14261,134,46,59,56,66,69,79,54,-770,-8,6,-12,-9,-49,26,3
38,5,4,,49008,113,58,59,77,69,79,77,58,-1349,4,5,-1,-10,-63,24,10
38,6,4,,49300,1758,403,337,989,466,418,203,278,-350,347,282,911,390,200,149,231
38,7,4,,49797,147,65,67,116,71,105,73,69,-2150,10,14,35,-7,-284,22,20
38,8,4,,47525,108,59,59,77,63,86,69,61,-2099,4,4,1,-14,-493,19,9
38,9,4,,49478,98,55,55,59,60,91,67,63,-1782,2,1,-22,-15,-451,15,7
38,10,4,,49565,398,183,88,139,371,296,128,124,-776,127,35,57,299,-32,77,64
38,11,4,,50431,115,58,51,81,71,71,80,79,-601,4,-5,-2,-10,-104,29,27
38,12,4,,49224,1194,1822,1090,2383,5746,2196,782,2405,612,1769,1029,2315,5654,2066,728,2352
38,13,4,,49911,96,54,56,70,73,67,67,57,-370,2,-3,6,-19,-58,19,5
38,14,4,,49100,2090,2489,1776,3418,9401,3237,1127,3593,1702,2434,1718,3361,9315,3122,1079,3537
38,15,4,cel-miR-239b,49621,83,62,50,54,53,68,64,50,-320,9,-4,-5,-26,-36,14,-1
38,1,5,,49624,86,83,64,77,66,85,87,60,-352,-207,9,12,-20,-65,14,12
38,2,5,,48165,1766,715,560,2619,3034,913,444,394,1265,507,504,2557,2955,763,359,345
38,3,5,,48967,227,195,153,522,276,154,114,97,-439,108,99,458,197,12,49,51
38,4,5,,49494,112,60,65,79,80,84,92,68,-860,5,10,4,5,-52,40,21
38,5,5,spike_control_f,14262,86,59,57,76,72,85,82,58,-1259,7,2,-3,-6,-50,30,11
38,6,5,,50100,136,71,66,68,74,105,87,64,-1648,16,11,-6,-4,-82,34,15
38,7,5,cel-miR-2,49594,103,60,63,71,60,87,72,70,-1533,6,9,-10,-18,-240,20,23
38,8,5,,50360,302,75,68,75,68,246,53,68,-939,20,15,-4,-9,-249,5,21
38,9,5,,49297,77,51,56,60,59,77,70,60,-1164,-6,2,-25,-17,-400,17,-28
38,10,5,,49687,115,62,54,83,64,83,78,73,-802,8,-2,3,-13,-203,30,-35
38,11,5,,49554,102,66,58,102,86,74,83,57,-443,12,-41,22,-3,-92,34,-6
38,12,5,,49545,187,223,129,282,293,204,121,133,-280,171,-11,215,199,14,70,82
38,13,5,,49514,74,59,69,72,6430,66,88,78,-353,4,-35,5,6302,-120,38,28
38,14,5,,30293,72,58,69,71,70,78,87,62,-362,2,-14,13,-21,-68,39,11
38,15,5,,50425,207,82,84,57,91,115,77,79,-251,29,21,-3,7,-3,26,29
38,1,6,,50450,108,138,65,125,172,124,103,65,-442,-131,11,59,93,-29,33,14
38,2,6,,49579,198,140,110,439,142,114,116,88,-409,-87,54,373,67,-47,42,38
38,3,6,,49829,120,97,62,70,96,84,107,60,-615,-4,5,5,17,-80,42,14
38,4,6,,49173,318,129,105,125,258,151,96,68,-612,69,49,54,182,-7,40,20
38,5,6,,49401,98,54,56,70,62,81,88,63,-1004,1,2,-15,-13,-68,35,16
38,6,6,spike_control_b,14263,113,57,54,77,70,76,91,57,-1123,2,0,-1,-8,-87,43,7
38,7,6,,49787,142,81,74,130,97,106,104,77,-934,27,19,47,21,-124,52,30
38,8,6,,28568,2478,1665,916,2183,2531,2044,828,1411,1605,1610,863,2102,2455,1737,781,1361
38,9,6,,49473,110,69,70,97,74,93,96,72,-773,13,16,16,0,-181,45,-4
38,10,6,,47214,119,68,70,58,85,105,79,72,-616,13,4,-27,12,-85,29,-1
38,11,6,,47116,110,67,74,68,94,86,65,64,-385,12,-138,-15,10,-66,15,7
38,12,6,,49599,100,59,89,71,74,95,82,67,-373,6,-114,1,-16,-140,32,18
38,13,6,,48862,259,110,103,104,161,174,113,72,-220,55,-24,40,54,-70,61,26
38,14,6,,50239,293,144,94,71,130,177,82,79,-150,87,4,11,41,-61,31,34
38,15,6,,49226,104,64,64,66,70,81,90,65,-280,7,-8,7,-10,-135,40,16
38,1,7,,49101,113,96,78,95,117,92,91,63,-619,-167,22,28,40,-86,19,16
38,2,7,,49495,108,71,61,57,69,71,90,62,-690,-162,5,-8,-7,-107,8,12
38,3,7,,27777,117,64,52,73,56,73,104,64,-706,-61,-3,11,-22,-106,32,15
38,4,7,,50391,87,60,60,70,58,83,86,57,-731,-2,3,4,-19,-88,27,7
38,5,7,cel-miR-790,50420,90,58,64,84,66,72,74,55,-683,6,11,4,-10,-99,22,9
38,6,7,,49369,300,211,76,251,580,211,244,101,-453,159,19,174,501,37,196,53
38,7,7,spike_control_c,14264,104,55,52,77,61,79,72,57,-583,2,-5,-1,-17,-93,24,10
38,8,7,cel-miR-240,49047,177,95,79,92,98,122,115,92,-419,42,23,17,19,-57,63,43
38,9,7,,49600,115,57,63,92,65,84,87,80,-543,3,9,13,-9,-79,36,26
38,10,7,,49337,570,223,89,72,160,552,75,52,-65,170,28,-15,85,412,25,3
38,11,7,,49341,187,64,93,320,112,100,73,69,-376,12,-31,230,36,-37,22,19
38,12,7,,49362,137,60,76,79,144,110,65,56,-390,5,-41,6,57,-51,12,6
38,13,7,,47824,91,59,64,67,70,87,76,66,-385,3,-43,6,-17,-130,25,17
38,14,7,,48399,104,67,73,79,76,119,96,67,-302,14,-16,21,-7,-296,42,20
38,15,7,,49616,504,61,57,57,71,96,73,62,115,4,-22,1,-4,-368,23,14
38,1,8,,50206,141,88,67,60,69,96,72,62,-772,-152,13,-5,-10,-126,4,18
38,2,8,,49581,812,400,626,1923,3267,569,241,528,-58,131,572,1856,3190,342,165,482
38,3,8,,49346,123,77,64,53,91,99,92,61,-615,-80,11,-10,12,-116,22,13
38,4,8,,50004,107,64,61,65,59,85,86,63,-529,-9,6,-1,-20,-130,26,16
38,5,8,,42759,130,53,58,80,61,84,65,52,-414,-1,1,1,-20,-120,6,3
38,6,8,,47000,96,68,63,84,79,78,110,70,-412,16,8,8,0,-116,57,22
38,7,8,,-1,144,74,71,70,74,116,84,58,-403,18,15,-9,-5,-86,31,10
38,8,8,spike_control_j,10899,98,65,63,66,67,98,86,59,-319,11,10,-13,-10,-97,31,11
38,9,8,,49588,207,95,90,97,81,114,133,87,-237,41,39,15,5,-32,80,38
38,10,8,,47413,121,63,61,97,74,91,95,69,-453,8,7,10,-2,-38,47,26
38,11,8,,47222,282,401,174,921,380,195,137,102,-267,349,93,831,305,65,84,55
38,12,8,,49482,101,70,74,70,71,80,93,65,-419,19,-27,0,-9,-54,41,17
38,13,8,,47767,4319,4149,1893,6356,9742,5492,1435,3498,3822,4094,1796,6289,9665,5326,1385,3450
38,14,8,,48584,201,60,68,63,63,125,78,61,-228,6,-12,-4,-15,-154,27,14
38,15,8,,49818,183,132,133,246,341,216,89,87,-194,77,63,189,264,-104,37,40
38,1,9,,49991,138,109,63,75,72,101,87,60,-829,-110,10,11,-4,-151,16,13
38,2,9,,49197,100,75,59,64,74,79,74,65,-767,-177,3,1,-5,-154,5,20
38,3,9,,50128,727,399,312,219,327,354,331,137,-8,216,259,156,249,126,255,91
38,4,9,,48365,110,70,60,74,64,88,114,66,-412,-15,8,9,-14,-149,46,19
38,5,9,cel-miR-1830,49846,90,64,59,98,76,95,93,68,-337,7,4,18,-5,-151,36,18
38,6,9,,48815,90,59,51,67,64,72,68,61,-348,6,-2,-15,-13,-168,16,12
38,7,9,,48814,418,296,137,301,441,215,326,144,-115,241,81,222,365,-70,277,93
38,8,9,,48132,92,61,71,80,65,92,88,56,-328,4,18,6,-12,-385,38,7
38,9,9,spike_control_d,10904,107,69,68,75,90,121,73,49,-324,15,12,-4,11,-146,19,1
38,10,9,,49886,88,54,55,84,60,72,72,66,-474,-2,2,-5,-14,-71,22,21
38,11,9,,50470,100,58,71,111,66,95,94,73,-403,1,14,21,-12,-42,44,26
38,12,9,,47218,99,63,67,59,60,74,77,71,-418,7,-1,-18,-16,-57,30,21
38,13,9,,49405,200,65,64,64,69,92,90,65,-394,10,-4,-4,-10,-32,39,18
38,14,9,,49567,76,59,70,58,70,79,74,61,-370,3,13,-7,-7,-57,22,11
38,15,9,,49510,238,152,105,188,178,243,194,104,-102,99,54,131,96,113,141,55
38,1,10,,42564,1474,1734,452,1397,2240,930,958,375,316,1482,397,1332,2166,626,867,327
38,2,10,,49472,241,287,77,130,169,186,111,80,-988,25,19,62,92,-37,36,34
38,3,10,,50266,94,84,59,65,64,86,85,63,-763,-116,6,2,-11,-125,10,18
38,4,10,,49028,125,103,59,69,109,94,88,57,-381,-12,3,4,33,-145,18,10
38,5,10,,49052,94,48,50,69,68,75,74,54,-307,-12,-3,-11,-8,-211,12,5
38,6,10,,49985,101,71,54,108,67,82,80,58,-340,15,2,22,-12,-160,27,10
38,7,10,,50173,109,61,66,77,61,86,82,62,-473,6,12,-4,-14,-203,31,11
38,8,10,,50044,108,65,68,64,70,105,88,68,-431,10,14,-8,-5,-437,36,18
38,9,10,cel-miR-794,49957,97,58,59,55,58,89,79,49,-375,5,3,-27,-16,-451,23,4
38,10,10,spike_control_g,10905,86,49,56,55,66,79,68,55,-402,-4,1,-35,-11,-79,16,8
38,11,10,,49645,95,52,57,89,62,90,103,52,-399,-2,1,-3,-17,-49,51,4
38,12,10,,48932,149,78,66,70,82,136,103,59,-352,25,10,-5,6,-30,52,11
38,13,10,,49200,215,66,64,65,86,119,78,54,-247,9,11,-1,9,-17,31,7
38,14,10,,50200,129,61,55,60,71,79,82,65,-217,4,3,-4,-10,-34,31,14
38,15,10,,49762,100,69,80,75,80,83,62,78,-146,16,28,14,2,-19,8,24
38,1,11,,48973,94,67,56,58,64,78,84,55,-1014,-114,3,-5,-19,-142,12,10
38,2,11,,47447,173,98,75,84,114,100,86,61,-1200,-142,19,16,31,-109,20,16
38,3,11,,28616,112,127,59,54,64,72,76,55,-682,-104,5,-11,-13,-127,-5,9
38,4,11,,49002,92,72,67,64,69,78,83,50,-433,-74,13,1,-7,-135,8,2
38,5,11,,49487,172,109,69,91,140,101,119,60,-278,34,17,8,63,-132,55,12
38,6,11,,50065,62,50,55,53,62,69,77,53,-422,-7,-1,-30,-13,-141,22,5
38,7,11,,49993,94,58,60,99,67,106,80,62,-536,4,4,19,-10,-118,26,13
38,8,11,cel-miR-78,49593,111,59,68,83,67,110,103,75,-454,5,13,8,-10,-301,48,25
38,9,11,,49970,97,59,57,53,62,129,84,50,-372,6,1,-24,-14,-502,31,1
38,10,11,,49893,341,175,135,639,629,368,124,92,-126,122,82,554,553,189,71,39
38,11,11,spike_control_e,10906,87,67,62,109,67,92,82,63,-334,13,9,23,-9,-48,32,14
38,12,11,,50390,86,60,61,93,75,97,72,67,-271,4,3,15,-2,-53,24,18
38,13,11,,50249,134,69,62,67,87,121,88,73,-154,15,9,1,9,-8,41,25
38,14,11,cel-miR-49,49990,69,55,55,59,70,78,69,58,-133,-1,0,-4,-11,-33,19,8
38,15,11,,49891,83,61,56,59,69,75,72,69,-64,5,0,-2,-6,-25,21,18
38,1,12,,50016,98,91,62,77,61,90,92,50,-550,-74,7,11,-17,-100,28,5
38,2,12,,49216,103,62,59,50,68,67,72,53,-601,-156,6,-15,-9,-110,6,7
38,3,12,,49465,84,74,57,82,62,86,87,60,-542,-165,1,18,-15,-75,17,16
38,4,12,,49701,82,73,53,55,71,63,92,51,-436,-102,-2,-8,-7,-94,11,3
38,5,12,,49064,150,92,73,86,78,84,101,73,-281,-6,20,3,-3,-78,30,25
38,6,12,cel-miR-39,48900,82,49,49,66,60,72,74,50,-389,-13,-7,-16,-18,-101,12,1
38,7,12,cel-miR-234,48970,135,84,84,73,80,121,58,66,-544,30,28,-4,4,-82,2,18
38,8,12,,50443,89,56,54,57,56,86,70,50,-478,3,-2,-17,-23,-289,15,2
38,9,12,,49618,82,51,49,54,62,102,84,52,-307,-2,-7,-23,-16,-834,26,2
38,10,12,,49789,108,62,61,98,75,115,97,59,-207,7,5,15,-4,-91,47,10
38,11,12,cel-miR-34,49291,110,61,63,105,64,92,105,66,-127,8,9,19,-15,-36,55,14
38,12,12,spike_control_h,10907,87,61,63,90,79,103,62,59,-118,7,7,9,-1,-18,10,7
38,13,12,,50292,263,235,102,89,134,349,93,68,96,180,48,20,60,226,43,19
38,14,12,cel-miR-256,49481,95,66,59,60,205,135,65,55,-17,14,4,-4,126,24,17,5
38,15,12,,50351,372,298,147,124,174,268,332,205,284,241,91,65,98,168,282,154
38,1,13,,49577,93,73,55,55,56,98,90,54,-362,-68,-3,-14,-28,-71,21,9
38,2,13,,48147,78,80,54,55,65,103,75,54,-447,-100,-1,-13,-16,-59,6,7
38,3,13,,49243,262,183,91,145,233,120,178,66,-268,-36,35,80,151,-37,112,18
38,4,13,,49076,78,75,53,67,69,78,76,50,-414,-110,-2,1,-15,-73,6,0
38,5,13,,50135,132,88,74,92,97,106,111,67,-264,-30,22,19,17,-46,37,19
38,6,13,,48349,1521,1093,825,347,1458,1492,863,325,1137,1020,772,272,1376,1319,794,275
38,7,13,,7190,477,220,141,655,342,301,194,156,6,163,86,571,262,88,137,107
38,8,13,,48968,309,364,204,1631,883,180,93,103,-7,309,148,1554,805,-137,36,56
38,9,13,,49980,90,56,56,60,67,127,88,60,-106,1,3,-18,-14,-1220,27,12
38,10,13,cel-miR-51,49507,73,55,55,72,70,106,79,66,-84,1,-1,-16,-16,-142,31,17
38,11,13,,50193,98,62,55,69,72,109,63,53,-30,7,0,-16,-7,-31,12,4
38,12,13,,50299,56,50,53,70,61,88,81,54,-47,-3,-2,-15,-20,-38,28,4
38,13,13,,49994,74,68,65,68,72,79,76,65,-14,14,9,-11,-4,-42,26,20
38,14,13,,49528,77,61,61,66,67,81,103,66,4,9,8,-2,-9,-23,49,17
38,15,13,,49657,429,308,148,105,296,540,536,160,359,251,90,44,221,444,483,109
38,1,14,Hy3,13138,2187,1831,520,1255,1347,871,1732,1205,1845,1699,464,1191,1263,712,1659,1157
38,2,14,,49888,85,88,51,59,77,82,81,56,-299,-63,-1,-7,-4,-73,11,8
38,3,14,,49566,216,193,152,128,163,147,153,141,-166,-29,99,65,84,-4,88,93
38,4,14,,48670,228,83,74,79,97,104,92,47,-160,-127,21,18,17,-52,23,-1
38,5,14,,48053,100,79,63,85,67,97,89,53,-158,-84,9,12,-11,-53,7,4
38,6,14,,48948,84,72,61,81,65,94,81,53,-111,-29,8,7,-19,-57,-2,4
38,7,14,,50403,96,57,56,70,72,92,81,46,-69,-11,3,-6,-9,-71,13,-3
38,8,14,,49324,70,45,50,51,56,89,65,44,-57,-12,-7,-25,-26,-162,10,-3
38,9,14,,50250,107,87,73,73,96,131,114,63,11,29,20,-2,13,-335,63,17
38,10,14,,49112,62,45,52,51,62,90,59,50,-30,-11,-3,-33,-18,-115,12,4
38,11,14,,49946,60,55,57,74,71,88,59,53,-17,-1,2,-13,-8,-50,10,4
38,12,14,,48522,63,49,52,67,62,71,81,56,-9,-4,-4,-20,-17,-55,29,9
38,13,14,Empty,0,73,58,54,76,69,116,54,50,0,5,-2,-2,-5,-4,1,0
38,14,14,Hy3,13138,809,978,646,864,1223,546,786,685,738,924,590,800,1144,438,732,632
38,15,14,Hy3,13138,613,582,288,841,1170,559,1048,552,539,523,235,780,1091,465,993,497
39,1,1,Hy3,13138,968,968,894,884,1058,1380,1908,1584,541,914,838,829,984,1292,1860,1523
39,2,1,,10925,175,103,90,86,107,152,110,112,-237,51,19,32,30,61,62,50
39,3,1,,46859,89,55,71,67,64,86,76,72,-260,1,-54,9,-10,-2,27,21
39,4,1,,10928,947,276,316,131,169,271,148,100,600,222,66,75,95,185,105,49
39,5,1,,42442,162,129,108,115,313,220,97,134,-208,74,-285,61,239,143,54,84
39,6,1,,17870,95,59,92,69,86,73,78,64,-270,7,-313,18,14,-9,33,14
39,7,1,,29736,105,57,103,56,76,69,66,71,-249,5,-222,4,6,-12,22,20
39,8,1,,28884,123,69,88,55,59,76,78,63,-234,16,-161,4,-9,-3,33,18
39,9,1,,42477,103,64,87,70,75,82,83,94,-254,13,-114,19,5,8,36,46
39,10,1,,11084,94,52,88,51,59,65,63,60,-266,1,-71,1,-23,-9,17,12
39,11,1,,14270,99,62,76,63,72,60,59,53,-275,10,-57,17,-31,-11,14,7
39,12,1,,42540,78,61,69,48,72,56,68,41,-247,8,-42,1,-12,-17,23,-8
39,13,1,,30121,209,92,98,76,104,93,100,66,-121,40,31,28,32,15,54,20
39,14,1,,42942,94,70,65,53,56,64,57,60,-294,16,16,5,-10,-8,10,12
39,15,1,Hy3,13138,1136,1091,952,943,1192,973,2454,1318,748,1036,903,896,1121,897,2408,1270
39,1,2,,28396,132,89,82,77,86,95,82,85,-258,33,26,17,10,3,37,35
39,2,2,,42693,115,67,79,62,81,86,81,82,-259,10,-5,4,5,-6,29,30
39,3,2,,42690,216,96,125,91,100,96,108,100,-154,41,-26,31,29,11,59,49
39,4,2,,10985,2468,1413,994,495,1436,1738,555,782,2079,1359,676,439,1364,1658,508,732
39,5,2,,17944,106,56,110,62,63,65,72,60,-252,2,-279,6,-14,-11,22,10
39,6,2,,10986,95,74,93,64,76,66,63,59,-252,20,-239,10,0,-12,15,12
39,7,2,,42581,143,87,152,119,176,121,99,68,-200,35,-116,65,104,40,49,19
39,8,2,,42808,141,89,141,75,102,87,75,66,-182,37,-108,23,37,8,32,21
39,9,2,,11091,81,53,89,52,64,63,53,55,-236,1,-149,1,-4,-11,8,3
39,10,2,,42483,97,110,94,115,81,69,86,72,-216,57,-98,65,6,-3,37,22
39,11,2,,11182,218,133,137,119,249,145,83,68,-82,79,-16,71,172,71,34,21
39,12,2,,42989,103,63,78,58,71,65,64,68,-182,9,-33,10,1,-11,20,19
39,13,2,,42967,115,57,58,61,64,65,82,65,-164,6,-6,11,-2,-10,38,18
39,14,2,,19591,145,74,57,63,79,75,80,66,-168,21,4,17,13,7,34,19
39,15,2,,27838,90,74,63,57,57,66,78,75,-223,20,12,11,-9,-1,35,29
39,1,3,,5740,258,115,115,83,115,194,95,122,-136,59,57,26,39,102,45,72
39,2,3,,11166,119,57,68,69,70,82,78,59,-297,2,-16,7,-4,-7,30,11
39,3,3,spike_control_i,14257,122,69,100,68,84,90,79,65,-296,16,-59,7,14,4,32,15
39,4,3,,17749,3317,4998,1871,1743,3934,5839,777,952,2876,4942,1644,1685,3863,5760,727,904
39,5,3,,42542,158,93,88,86,82,119,81,76,-190,40,-127,27,14,43,33,29
39,6,3,,-1,69,58,68,55,70,66,53,52,-236,5,-121,-1,0,-8,6,4
39,7,3,,11090,110,60,79,57,138,86,83,58,-189,7,-87,1,64,7,34,8
39,8,3,,42940,80,55,85,64,67,73,74,54,-218,1,-88,11,-1,-5,27,7
39,9,3,Empty,0,228,55,169,52,69,85,70,53,-57,4,-29,3,-3,6,24,7
39,10,3,,49476,82,58,80,58,75,66,77,64,-228,7,-119,12,5,-7,26,15
39,11,3,,49954,57,51,60,40,57,57,70,48,-212,-1,-81,-7,-14,-18,25,1
39,12,3,,49503,118,73,88,74,78,67,82,62,-97,20,-3,27,9,-10,40,15
39,13,3,,49551,78,49,54,62,62,65,63,56,-152,-2,-8,12,-8,-11,18,10
39,14,3,,50215,67,54,51,45,60,67,53,47,-176,2,-2,-4,-8,-5,9,-1
39,15,3,,49692,71,51,48,47,65,69,59,47,-150,0,-2,-1,-3,-2,14,2
39,1,4,,49199,130,60,62,63,66,84,80,62,-297,2,3,2,-6,-8,29,11
39,2,4,,47189,150,58,67,58,68,72,75,69,-296,2,-4,-2,-4,-17,24,20
39,3,4,,50327,265,224,143,288,586,289,115,171,-114,171,46,231,513,206,67,123
39,4,4,spike_control_a,14261,95,57,77,53,65,71,51,71,-256,5,-38,-3,-8,-7,3,23
39,5,4,,49276,81,51,64,52,61,67,64,53,-245,-2,-50,-6,-12,-12,21,5
39,6,4,,49415,113,83,82,70,66,81,103,69,-176,29,-30,13,-6,5,56,22
39,7,4,,50150,93,53,75,64,75,73,72,66,-173,2,-33,7,-2,-7,26,17
39,8,4,,50082,296,123,104,74,116,153,212,130,64,72,-2,22,43,71,167,83
39,9,4,,49192,91,51,77,57,61,62,64,53,-131,-1,-45,5,-11,-15,18,5
39,10,4,,49335,154,82,100,77,79,68,71,65,-143,29,-36,30,12,-9,22,18
39,11,4,,49128,130,101,98,88,92,97,105,92,-122,47,-20,40,25,23,56,46
39,12,4,,47083,82,57,66,52,56,69,69,53,-95,3,-19,6,-7,-3,24,8
39,13,4,,49690,109,55,60,52,55,67,66,66,-97,2,-2,4,-13,-7,24,18
39,14,4,,49218,76,58,64,57,54,71,82,60,-114,5,11,8,-17,-5,37,14
39,15,4,,50417,104,69,73,53,69,68,80,58,-59,15,21,8,0,-6,32,12
39,1,5,cel-miR-70,49210,75,59,58,61,73,79,75,95,-301,5,0,0,-3,-10,29,45
39,2,5,,50355,153,76,71,60,88,76,92,75,-215,23,12,1,13,-6,47,29
39,3,5,,28444,126,72,76,78,76,84,98,65,-216,19,14,19,4,5,53,18
39,4,5,,49251,72,50,68,53,77,60,62,50,-265,-3,-1,-3,5,-20,14,3
39,5,5,spike_control_f,14262,83,71,65,74,128,66,96,69,-241,21,-11,12,53,-13,51,19
39,6,5,cel-miR-1829c,49492,71,55,62,55,112,64,72,61,-173,3,-18,-2,40,-16,25,11
39,7,5,,49347,281,233,158,180,216,201,163,184,74,181,85,122,144,122,118,134
39,8,5,,49794,83,57,61,60,69,66,80,54,-91,5,-13,5,3,-7,33,6
39,9,5,,49009,80,62,58,62,83,80,133,60,-75,10,-27,6,12,3,85,13
39,10,5,,49627,85,55,74,55,71,74,85,57,-68,3,-23,6,3,-6,37,10
39,11,5,cel-miR-793,49725,101,56,71,65,64,77,85,55,-30,4,-44,14,-6,-3,38,7
39,12,5,,49027,94,60,77,57,67,64,83,52,-23,9,-22,10,2,-6,37,4
39,13,5,,49839,64,58,58,49,64,58,72,48,-60,6,-8,2,-6,-11,28,-2
39,14,5,,49205,80,53,59,50,65,66,56,53,-39,2,3,1,-3,-5,8,6
39,15,5,,47759,151,109,81,62,102,123,84,77,43,57,31,14,31,54,34,31
39,1,6,,50408,255,103,91,76,244,160,118,84,-54,48,36,24,170,73,67,35
39,2,6,,25728,971,576,320,152,607,978,230,247,660,524,266,101,534,896,182,200
39,3,6,,50432,77,54,52,55,59,64,61,57,-189,1,-4,-1,-11,-16,15,9
39,4,6,,49547,171,76,69,96,89,117,93,65,-74,23,16,38,19,36,43,15
39,5,6,,49426,128,77,74,67,76,84,88,69,-87,25,15,5,5,7,45,19
39,6,6,spike_control_b,14263,82,58,62,60,63,65,109,51,-84,7,0,5,-11,-17,63,4
39,7,6,,50067,71,48,57,61,56,65,68,54,-71,-5,-7,4,-16,-14,23,7
39,8,6,,50102,137,99,77,111,180,134,93,79,11,46,8,59,111,55,48,31
39,9,6,,47045,73,60,56,57,63,74,66,67,-35,9,-18,5,-9,0,20,20
39,10,6,cel-miR-71,50164,90,58,66,55,65,71,53,56,-2,6,-21,6,-5,-2,3,10
39,11,6,cel-miR-86,49215,57,70,56,60,73,66,66,60,-30,18,-45,11,4,-8,15,14
39,12,6,,49935,330,232,176,246,311,216,158,163,251,180,84,197,240,144,114,117
39,13,6,,50471,59,48,57,55,63,57,56,48,-20,-3,-5,9,-6,-14,10,3
39,14,6,,49026,67,47,50,54,56,60,65,53,-12,-4,-6,6,-13,-10,19,7
39,15,6,,49729,71,49,53,52,56,64,60,55,-8,-2,2,3,-10,-6,10,8
39,1,7,,29837,496,223,160,116,229,278,142,160,247,167,106,65,157,193,90,112
39,2,7,,49258,91,54,69,51,57,64,63,54,-125,-1,14,-1,-16,-17,16,7
39,3,7,,49061,106,68,80,79,68,79,69,62,-63,17,28,25,-3,-3,21,12
39,4,7,,49280,91,63,69,70,82,70,78,73,-60,11,18,10,14,-7,33,22
39,5,7,,49350,204,145,113,143,138,167,102,103,80,91,57,82,70,88,57,54
